name,brand,price,sku,image_url,description,category,sub_category
Mickey Mouse Console Skin for Xbox Series S,Skinit,24.99,256376,https://media.gamestop.com/i/gamestop/11132471/Mickey-Mouse-Console-Skin-for-Xbox-Series-S?$pdp2x$,"The Mickey Mouse Xbox Series S Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight Xbox Series S Console decal protection without the bulk. Every Skinit Mickey Mouse skin is officially licensed by Disney for an authentic brand design. The Mickey Mouse Mickey Mouse Microsoft Xbox Series S Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your Xbox Series S Console The Mickey Mouse Mickey Mouse skin can be easily applied and removed from your Xbox Series S Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your Xbox Series S Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday Xbox Series S Console uses in mind so that each Mickey Mouse skin offers a premium feel with a thin functional protection. Shop all officially licensed Mickey Mouse Microsoft Xbox Series S Console skins made by Skinit and make it yours today!",Skins,Xbox Series X|S
Sailor Moon Luna/Artemis Mug Gamestop Exclusive,Just Funky,14.99,309939,https://media.gamestop.com/i/gamestop/11162602/Sailor-Moon-Luna/Artemis-Mug-Gamestop-Exclusive?$pdp2x$,16 oz. Sailor Moon mug features Luna and Artemis printed on a matte metallic glitter purple mug.,Kitchen,Drinkware
Cyber Stadium Series: Base Wars - Nintendo,Konami,9.99,152311,https://media.gamestop.com/i/gamestop/10152457/Cyber-Stadium-Series-Base-Wars---Nintendo?$pdp2x$,nan,Retro Nintendo,Nintendo Entertainment System
Baseus Mini Q 10000mAh Power Bank and Hand Warmer,Baseus,22.95,327471,https://media.gamestop.com/i/gamestop/11179618/Baseus-Mini-Q-10000mAh-Power-Bank-and-Hand-Warmer?$pdp2x$,Baseus Mini Q Power Bank features a hand warmer function – perfect for those cold winter days!,Accessories,Chargers & Power Adapters
POP! Marvel: Infamous Iron Man,Funko,12.99,218978,https://media.gamestop.com/i/gamestop/11103938/POP-Marvel-Infamous-Iron-Man?$pdp2x$,Pop! Marvel Infamous Iron Man is ready to join your Marvel vinyl bobble-head collection! Vinyl bobble-head is approximately 3.75-inches tall.,Funko,POP!
When Irish Eyes Are Smiling Lyrics Clover Word Art  Small Tote Bag,LA Pop Art,12.99,278624,https://media.gamestop.com/i/gamestop/11143370/When-Irish-Eyes-Are-Smiling-Lyrics-Clover-Word-Art--Small-Tote-Bag?$pdp2x$,"  Page Title   Created using the Lyrics to When The Saints Go Marching In Created using the Lyrics to When The Saints Go Marching In
 
The English translation of ""fleur-de-lis"" is ""flower of the lily."" This symbol, depicting a stylized lily or lotus flower, has many meanings. Traditionally, it has been used to represent French royalty, and also said to signify perfection, light, and life. The Fleur De Lis has also become synonymous with New Orleans, as the Saints have worn it on their uniform since 1967. Since the devastating storms during Hurricane Katrina, the Fleur De Lis has become the symbol of the city of New Orleans as well. It is a recognizable sign to those who are far away from home as well as for those trying to rebuild and come back. Since the Fleur De Lis is so synonymous with New Orleans, what better song to create this image out of than the song most recognized with the city, ""When The Saints Go Marching In"". A true jazz standard most widely known from the version by Louis Armstrong, it has also been sung by many other great musicians such as Fats Domino, The Beatles, Elvis Presley and Bruce Springsteen.
  ",Bags,Travel Totes
Star Wars Episode VIII: The Last Jedi BB-8 Cufflinks,SalesOne,50.99,228637,https://media.gamestop.com/i/gamestop/11110885/Star-Wars-Episode-VIII-The-Last-Jedi-BB-8-Cufflinks?$pdp2x$,8 BB-8 Stainless Steel Cufflinks. Styles for every occasion. Superior quality and style.,Women's,Jewelry
Bandai Pretty Guardian Sailor Moon Sailor Uranus Animation Color Edition S.H.Figuarts 4-in Action Figure,Bandai,59.99,232876,https://media.gamestop.com/i/gamestop/11112071/Bandai-Pretty-Guardian-Sailor-Moon-Sailor-Uranus-Animation-Color-Edition-S.H.Figuarts-4-in-Action-Figure?$pdp2x$,"Sailor Uranus joins the popular Pretty Guardian Sailor Moon -Animation Color Edition- series! Featuring all of the gorgeously accurate detail and high posability fans expect from S.H.Figuarts, this updated portrayal of the character features new packaging, too. Optional crossed arms and a Space Sword let you re-create your favorite scenes, and the figure also includes ""heart eyes"" for the S.H.Figuarts Pretty Guardian Sailor Moon -Animation Color Edition- figure (sold separately).",Collectibles,Figures
Batman The Dark Knight Rises Console Skin for PlayStation 5,Skinit,24.99,246902,https://media.gamestop.com/i/gamestop/11119091/Batman-The-Dark-Knight-Rises-Console-Skin-for-PlayStation-5?$pdp2x$,"The DC Comics Batman PS5 Console Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS5 Console decal protection without the bulk. Every Skinit Batman skin is officially licensed by Warner Bros for an authentic brand design. The Batman Batman Dark Knight Rises Sony PS5 Console decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS5 Console The Batman Batman Dark Knight Rises skin can be easily applied and removed from your PS5 Console with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS5 Console style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS5 Console uses in mind so that each Batman skin offers a premium feel with a thin functional protection. Shop all officially licensed DC Comics Batman Sony PS5 Console skins made by Skinit and make it yours today!",Skins,PlayStation 5
TygerClaw 17-in to 30-in Double Extending Gas Spring Arms Monitor Desk Mount,TygerClaw,243.99,300103,https://media.gamestop.com/i/gamestop/11150362/TygerClaw-17-in-to-30-in-Double-Extending-Gas-Spring-Arms-Monitor-Desk-Mount?$pdp2x$,TygerClaw double extending arm monitor desk mount is an ideal mount for any home and office. This helps you free up valuable desk space and also places the monitors at your desired viewing position. Its compatible with VESA hole pattern up to 100mm x 100 mm,TVs & Monitors,TV Accessories
Overcooked Gourmet Edition - Xbox One,Sold Out Sales,14.99,136351,https://media.gamestop.com/i/gamestop/10136814/Overcooked-Gourmet-Edition---Xbox-One?$pdp2x$,"The Overcooked Gourmet Edition stirs together the smash hit co-op cooking game and the Lost Morsel content pack into one delicious package that will test your culinary skills to the limit!
Overcooked is a chaotic couch co-op cooking game for one to four players. Working as a team, you and your fellow chefs must prepare, cook and serve up a variety of tasty orders before the baying customers storm out in a huff. Sharpen your knives and dust off your chef’s whites, there isn’t mushroom for error and the steaks are high in these crazy kitchens!
The Overcooked Lost Morsel content pack continues the chefs’ crazy culinary adventure through six new campaign levels, featuring challenging new kitchens set in an exotic jungle world, a new vehicle to navigate the world map in and six new chef characters to unlock!",Video Games,Xbox One
Pokemon Lugia Plush GameStop Exclusive,Wicked Cool Toys,19.99,213378,https://media.gamestop.com/i/gamestop/11100723/Pokemon-Lugia-Plush-GameStop-Exclusive?$pdp2x$,"The cute and cuddly 12-inch Lugia plush is here! Lugia is one of the most popular Legendary Pokémon and now you can take it with you on all of your adventures! With incredible detail that looks like it has jumped right from the Pokémon Animated Series, this Gamestop Exclusive Lugia plush is the perfect gift for Pokémon fans of all ages!  Gotta Catch 'Em All!™ An Officially licensed Pokémon product from Wicked Cool Toys, a Jazwares Company!",Toys & Games,Stuffed Animals & Plush
JaRu Mega Grow Egg Dinosaur,Ja-Ru,2.99,310863,https://media.gamestop.com/i/gamestop/11167280/JaRu-Mega-Grow-Egg-Dinosaur?$pdp2x$,"Place egg in water and watch it grow!  Takes up to 10 days to fully grow and can get up to 18""!",Toys & Games,Arts & Crafts
Hasbro Marvel Legends Series Doctor Strange in the Multiverse of Madness Wong 6-in Action Figure,Hasbro,22.99,310883,https://media.gamestop.com/i/gamestop/11160327/Hasbro-Marvel-Legends-Series-Doctor-Strange-in-the-Multiverse-of-Madness-Wong-6-in-Action-Figure?$pdp2x$,"Wong takes over for The Ancient One as Sorcerer Supreme and leader of Kamar-Taj, teaching a new era of sorcerers to protect our reality from mystical threats.",Collectibles,Figures
Hasbro Star Wars: The Mandalorian - The Mandalorian Retro Collection 3.75-in Action Figure,Hasbro,12.99,225635,https://media.gamestop.com/i/gamestop/11109027/Hasbro-Star-Wars-The-Mandalorian---The-Mandalorian-Retro-Collection-3.75-in-Action-Figure?$pdp2x$,"The Mandalorian is battle-worn and tight-lipped, a formidable bounty hunter in an increasingly dangerous galaxy.

Kids and collectors alike can imagine the biggest battles and missions in the Star Wars saga with figures from Star Wars Retro Collection! With exquisite features and decoration, this series embodies the quality and realism that Star Wars devotees love. Star Wars Retro Collection includes figures from the 40-plus-year legacy of the Star Wars Galaxy, including movies and live-action series. (Additional products each sold separately. Subject to availability.)

The 3.75-inch-scale Retro Collection figure is detailed to look like The Mandalorian character from The Mandalorian live-action series on Disney Plus, featuring design and detailing inspired by 1970s Star Wars figures.",Collectibles,Figures
Tokidoki Mermicorno Blind Box Series 5 Mermicornos 2.75-In Figure,Tokidoki,12.0,305930,https://media.gamestop.com/i/gamestop/11155249/Tokidoki-Mermicorno-Blind-Box-Series-5-Mermicornos-2.75-In-Figure?$pdp2x$,"Grab your goggles and swimsuit and get ready for an undersea adventure with Mermicorno Blind Box Series 5! These 8 new Mermicornos are full of the beauty and mystery of the ocean and ready to join your collection. Dive into a world of wonder with new Mermicorno Blind Box Series 5! Characters in this series include: Azzurra, Lil' Red, Doodle, Johnny D, Flower Princess, Stinger, Kaikoura, and Love Note.",Collectibles,Figures
The Surge 2 - PlayStation 4,Focus Home Interactive,9.99,205995,https://media.gamestop.com/i/gamestop/11103188/The-Surge-2---PlayStation-4?$pdp2x$,"On the way to Jericho City, your plane is shot down by a mysterious storm and crash-lands in the outskirts. You wake up weeks later in a derelict detention facility inside the city. Armor-clad soldiers enforce Martial Law, robots are on a rampage, and a dark, expanding nanostorm looms over the cityscape...",Video Games,PlayStation 4
Watch Dogs: Legion 500 Credits,Ubisoft,4.99,225527,https://media.gamestop.com/i/gamestop/11108961/Watch-Dogs-Legion-500-Credits?$pdp2x$,"500 in-game credits for Watch Dogs: Legion. Use these credits to purchase extra cosmetic items, in-game currency, resources, operatives, and more!",Video Games,PlayStation 4
Skinit Punisher Long Skull Skin Bundle for PlayStation 4,Skinit,39.99,239605,https://media.gamestop.com/i/gamestop/11115325/Skinit-Punisher-Long-Skull-Skin-Bundle-for-PlayStation-4?$pdp2x$,"The Marvel Punisher PS4 Console and Controller Bundle Skin is made from a 3M durable auto-grade vinyl for an ultimate lightweight PS4 Console and Controller Bundle decal protection without the bulk. Every Skinit Punisher skin is officially licensed by Marvel/Disney for an authentic brand design. The Punisher Punisher Long Skull Sony PS4 Console and Controller Bundle decal skin is engineered to feature vibrant photo quality designs and to perfectly fit your PS4 Console and Controller Bundle The Punisher Punisher Long Skull skin can be easily applied and removed from your PS4 Console and Controller Bundle with no residue, no mess and no fuss due to 3M adhesive backing. This makes it even easier for you to mix up your PS4 Console and Controller Bundle style as much as you want to keep your device feeling new. All Skinit made decal skins are cut and crafted with everyday PS4 Console and Controller Bundle uses in mind so that each Punisher skin offers a premium feel with a thin functional protection. Shop all officially licensed Marvel Punisher Sony PS4 Console and Controller Bundle skins made by Skinit and make it yours today!",Skins,PlayStation 4
